PersonID,PillarID
11655,109
4551,43
4551,50
4551,51
4551,52
4551,111
4722,117
11140,82
3542,-99999
13033,77
13033,80
13033,100
13033,101
6279,-99999
16815,5
16033,-99999
7039,-99999
4055,77
354,-99999
6063,53
13692,-99999
15169,49
15169,75
15169,78
15169,79
15169,102
15169,112
19527,103
19527,108
1916,51
1916,80
1916,81
6642,-99999
6295,-99999
4449,80
4449,100
4449,102
8513,-99999
851,129
9675,-99999
11414,7
11411,4
11411,7
11411,8
11411,11
11411,12
11411,13
11411,40
11411,41
11411,75
11411,94
13739,58
13389,45
13389,80
13389,83
13389,88
17365,-99999
14588,-99999
14411,82
14411,83
14411,85
14411,109
14411,110
14250,77
14250,80
14250,93
14250,100
14250,101
11061,-99999
12295,-99999
13050,56
13050,57
13050,58
13050,93
8816,-99999
17553,79
10303,82
10133,75
10133,79
10133,94
10133,104
10133,111
10133,112
16285,93
16285,104
2637,44
2637,69
2637,70
14203,58
14203,91
5522,43
5522,45
5522,50
5522,51
5522,52
5522,83
5522,102
5522,108
5522,113
5522,122
5522,123
1876,78
1876,114
1876,115
15297,45
15297,80
15297,83
15297,100
15297,101
15297,110
15297,111
14728,91
7390,111
7390,122
7390,123
7390,128
7390,130
7390,133
11957,-99999
17005,55
17005,88
17005,90
2112,4
15116,-99999
15278,4
15278,90
13494,91
11057,85
11057,110
12068,-99999
8347,4
8347,5
8347,82
12059,45
12059,83
207,20
207,43
207,51
207,75
207,78
207,80
207,81
207,84
12367,45
12367,80
12367,83
12367,92
12367,111
12367,112
1278,42
7261,42
3242,-99999
17813,80
16745,5
15472,45
15472,77
15472,80
15472,83
5869,115
5693,-99999
2939,-99999
2777,45
2777,77
2777,80
2777,83
7511,-99999
1636,79
14466,-99999
1038,50
1038,51
1038,52
1038,58
1038,59
1038,64
1038,89
5110,4
13358,53
13358,55
13358,88
7208,100
7208,102
7208,107
7208,108
7208,122
7208,123
15911,2
15911,43
15911,50
15911,51
15911,52
15911,127
15911,132
15911,134
15911,136
16246,110
15367,77
15367,88
11504,8
11504,9
11504,49
13917,77
19328,5
19328,59
19328,91
5245,19
5245,21
5245,22
5245,23
5245,128
5245,130
5245,133
14684,-99999
13988,5
2976,87
14309,88
14309,90
14309,91
14309,93
14309,112
14309,133
14309,136
2724,96
2696,10
2696,82
2696,116
2696,126
15553,88
19219,5
19219,59
19219,91
10762,-99999
12290,111
12290,112
6338,1
6338,53
6338,126
11421,9
11673,-99999
490,5
490,7
5743,-99999
13846,76
13846,80
13846,100
13846,101
6223,45
6223,55
6223,75
6223,78
6223,79
6223,83
6223,88
6223,102
120,4
127,45
127,55
127,56
127,57
127,58
127,59
127,83
127,88
14365,82
14365,83
14365,109
17022,14
1923,5
1923,59
1923,91
11585,-99999
18594,-99999
12536,45
12536,77
12536,83
15627,3
15627,27
15627,47
15627,87
15627,132
15627,135
518,-99999
16949,-99999
9066,-99999
10968,-99999
18632,100
6219,-99999
8453,-99999
10744,-99999
19004,-99999
8664,45
8664,77
8664,80
8664,100
8664,101
8664,109
8664,115
8664,117
9136,27
9136,100
9136,102
9136,103
9136,105
9136,128
9136,130
9136,133
14262,56
14262,57
14262,58
14268,93
10736,-99999
12911,-99999
18464,43
18464,50
18464,51
18464,52
18464,88
2882,43
2882,50
2882,51
2882,52
8250,75
8250,78
16371,45
16371,48
16371,54
16371,59
16371,80
16371,83
16371,91
16371,92
16371,111
19910,-99999
19051,91
8460,-99999
3406,116
17876,-99999
12065,49
12211,75
12211,78
12211,79
12211,102
12211,111
18796,45
18796,78
18796,80
18796,83
18796,110
18796,115
11054,1
11054,10
11054,82
11054,-7
886,-99999
9633,-99999
18279,-99999
15094,45
15094,80
15094,83
15094,111
15094,112
11894,45
11894,83
11894,109
18933,79
1851,115
1851,117
6222,53
6222,55
6208,88
18895,81
18895,117
11709,45
11709,80
11709,83
19179,5
19179,59
19179,91
16097,-99999
12118,-99999
10969,44
10969,45
10969,70
10969,75
10969,78
10969,79
10969,80
10969,83
10969,102
8753,-99999
8198,75
8198,78
18698,-99999
16203,118
10921,47
4520,111
5558,90
8875,132
8875,134
3323,80
8925,5
12071,45
12071,77
12071,80
12071,83
12071,111
10553,82
10553,88
19893,5
8301,77
16642,-99999
606,53
2464,43
2464,50
2464,51
2464,52
10722,103
3479,110
6458,56
6458,57
6458,111
14608,5
14608,19
14608,21
14608,22
14608,23
14608,83
14608,102
14608,108
14608,109
5326,19
5326,107
5326,115
5326,117
5326,124
19530,102
19530,108
17328,-99999
18508,43
18508,51
18508,84
18508,86
9766,76
9766,80
9766,100
9766,101
18827,79
11133,-99999
15342,111
15342,112
955,111
4173,71
4173,75
4173,78
13368,45
13368,80
13368,83
13368,111
11667,47
7850,19
7850,21
7850,22
7850,23
7850,105
7850,128
7850,130
7850,133
8177,75
8177,78
7612,76
7612,80
7612,100
7612,102
10135,97
10135,111
10135,112
879,45
879,76
879,80
879,83
879,100
879,101
879,-6
13448,45
13448,80
13448,83
13448,111
9402,100
9402,102
9402,103
9402,105
9402,107
9402,122
9402,123
9402,129
1062,74
1062,82
1062,83
1062,109
1062,-7
5865,80
5865,100
5865,101
12471,49
4734,10
4734,82
4734,126
16465,45
16465,48
16465,54
16465,59
16465,80
16465,83
16465,91
16465,92
16465,100
16465,102
16465,111
16465,129
19858,-99999
982,76
982,80
982,100
982,101
6409,90
6409,111
15526,-99999
11650,126
13284,90
11080,44
11080,45
11080,70
11080,75
11080,78
11080,79
11080,83
11080,102
11080,109
11080,110
15018,-99999
16174,110
14144,58
14144,88
14144,93
13652,-99999
6462,58
14038,88
14038,91
17313,-99999
1308,88
1308,91
19825,-99999
18262,49
18262,83
15022,-99999
19597,-99999
18631,75
18631,78
19914,-99999
3643,-99999
24,111
16245,10
16245,82
16245,128
16245,130
16245,133
4773,-99999
9959,94
10537,-99999
10742,90
10742,111
14274,88
14274,91
14274,93
14290,93
14290,104
14290,108
14290,118
4465,4
4465,8
4465,94
4465,97
4465,108
1514,57
1514,58
1514,89
1315,93
13401,111
12052,45
12052,83
5248,-99999
2759,-99999
8774,49
8774,83
8774,109
16004,56
16004,57
16004,111
19575,59
19575,91
19575,112
12092,96
10781,45
10781,80
10781,83
10781,91
10781,92
10781,111
7066,93
7066,136
2317,43
2317,51
2317,80
2317,81
2317,84
11588,-99999
13768,59
13768,77
13768,91
13768,129
10299,1
10299,10
10299,82
2644,45
2644,83
2644,88
161,4
161,-10
11445,7
11445,82
8831,47
8831,83
8831,109
19589,20
19589,45
19589,47
19589,75
19589,76
19589,78
19589,79
19589,80
19589,83
19589,88
19589,100
19589,102
19589,104
19589,126
19130,53
19130,55
19130,56
19130,57
19130,58
19130,59
19130,61
19130,62
19130,82
19130,83
19130,91
19130,92
19130,111
5406,83
5406,109
8395,5
11705,103
11705,104
11705,105
17241,4
17241,8
17241,94
17241,97
5059,47
1385,-99999
12659,81
106,-99999
513,82
12151,-99999
12829,-99999
10617,-99999
19484,-99999
4627,122
4627,123
4627,134
12728,45
12728,83
12728,96
12728,111
12728,112
8167,112
10030,-99999
2993,45
2993,77
2993,80
2993,83
2993,88
12896,93
1882,-99999
3620,-99999
3271,-99999
3487,-99999
18942,117
6645,56
6645,57
6645,58
17108,11
17108,111
17108,112
12708,42
13609,-99999
14870,57
14870,90
14870,91
15249,111
15249,112
15258,111
10827,-99999
2963,45
2963,80
2963,83
2963,91
2963,92
2963,100
2963,101
2963,111
17505,92
1299,-99999
3222,49
3703,103
6247,128
6247,130
6247,133
14347,91
14347,129
1145,4
1145,7
1145,49
15541,88
7785,-99999
17069,14
10395,80
10395,81
10395,82
10395,-7
9378,100
9378,102
9378,103
9378,105
9378,129
14319,77
14319,80
14319,100
10301,45
10301,75
10301,78
10301,79
10301,80
10301,81
10301,83
10301,102
9617,45
9617,80
9617,83
12360,79
12360,80
12360,92
12360,100
12360,101
12360,111
17168,111
17168,112
157,10
157,42
157,116
157,126
9401,45
9401,83
9401,88
9401,104
2197,42
2197,81
2197,107
2197,113
2197,122
2197,123
3862,110
3862,136
9583,-99999
12663,77
12663,-7
6595,58
6595,89
11285,9
15488,93
1203,-99999
5296,100
5296,103
5296,105
10356,3
10356,27
10356,53
10356,82
10356,83
10356,87
10356,109
10356,132
10356,135
10820,91
1181,80
15215,44
15215,70
15215,75
15215,79
15215,104
6548,88
6548,89
9534,-99999
13562,75
13562,78
13562,79
13562,92
13562,102
13562,111
12223,112
14552,82
6412,91
9413,4
9413,8
9413,50
9413,51
9413,52
9413,94
9413,97
13687,45
13687,77
13687,80
13687,83
13687,91
13687,92
13687,111
5260,-99999
4726,-99999
17115,8
17115,9
17115,90
17115,94
19467,81
19467,100
19467,102
1820,19
1820,23
1820,128
1820,130
1820,133
1820,134
17760,-99999
15030,108
11211,43
11211,47
11211,51
11211,84
11211,86
11211,97
11211,98
11211,99
15773,115
11748,101
11748,109
2528,-99999
3544,-99999
14827,-99999
7060,-99999
13592,45
13592,75
13592,78
13592,79
13592,83
13592,102
10177,76
10177,80
10177,94
10177,100
10177,101
9733,45
9733,76
9733,80
9733,83
2257,43
2257,50
2257,51
2257,52
2257,77
2257,80
2257,81
2257,84
2257,106
2257,-7
9298,79
9298,102
9298,103
9298,105
10735,45
10735,80
10735,83
10735,92
10735,111
5816,-99999
18786,49
18786,78
18786,80
18786,81
18786,83
18786,109
18786,115
6901,3
6901,27
6901,28
6901,113
6901,122
6901,123
6901,128
6901,129
6901,130
6901,132
6901,133
6901,135
2783,53
2783,55
10801,-99999
18178,-99999
16866,8
16866,39
16866,47
16866,94
16866,100
16866,104
16866,-10
19696,59
19696,91
19696,112
1507,57
1507,58
972,55
11412,9
11412,12
11412,14
11412,62
13369,90
13369,111
12750,49
14980,45
14980,80
14980,83
14980,90
14980,91
14980,111
13875,-99999
5403,79
5403,80
5403,100
5403,104
14856,50
14856,51
14856,52
14856,53
14856,55
14856,88
14856,89
14856,90
14856,91
14856,106
9050,45
9050,67
9050,68
9050,74
9050,83
9050,102
9050,104
9050,115
9050,117
18853,78
18853,117
13428,45
13428,80
13428,83
2427,-99999
1209,83
11469,-99999
14026,-8
6198,87
17649,-99999
9828,115
11690,104
11043,83
11043,109
11180,5
11180,8
11180,59
11180,91
11180,94
12654,27
12654,42
12654,103
12654,105
14834,90
11771,-99999
5414,77
13966,75
13966,76
13966,77
13966,78
18945,75
18945,78
17309,-99999
13773,77
13773,80
13773,81
14514,47
14514,82
14514,83
4731,-99999
18699,5
3255,-99999
3364,-99999
6209,45
6209,77
6209,80
6209,83
6209,88
13380,75
13380,78
13380,79
13380,102
13897,27
10272,-99999
15883,-99999
5750,-99999
5860,80
5860,100
5860,101
13339,45
13339,80
13339,83
13339,111
4743,-99999
8872,4
12332,-99999
12718,42
12718,129
14529,47
5798,94
5798,96
5798,97
5798,98
5798,99
10660,-99999
1114,45
1114,77
1114,80
1114,82
1114,83
1114,85
1114,109
1114,110
18207,-99999
19246,5
19246,50
19246,51
19246,52
19246,59
19246,91
8808,43
8808,51
8808,84
8808,85
8808,86
8808,110
19924,56
19924,57
19924,91
19924,111
19924,112
19898,44
19898,56
19898,57
19898,69
19898,70
19898,75
19898,78
19898,79
19898,91
19898,92
19898,102
19898,111
16026,118
16026,121
19016,59
19016,91
19016,92
19016,111
13956,71
13956,75
13956,78
13956,79
13956,102
18990,53
18990,55
18990,56
18990,57
18990,58
8691,91
8691,92
8691,110
8691,111
8691,132
8691,134
3929,14
3929,47
3929,115
3929,117
3889,8
3889,30
3889,35
3889,39
3889,94
12387,136
7658,-99999
7853,19
7853,21
7853,22
7853,23
7853,134
7853,-18
11900,44
11900,70
11900,75
11900,78
11900,80
11900,81
15956,-99999
15626,45
15626,83
15626,88
15626,102
15626,108
15626,110
15626,122
15626,123
15620,45
15620,80
15620,83
16324,48
16324,54
16324,59
16324,91
10327,82
13274,100
13274,101
13274,110
13274,111
14078,1
14078,10
14078,93
14078,126
855,-99999
11062,85
11062,110
9605,57
9605,90
9605,91
12673,42
12673,100
18363,88
18363,111
18671,79
1878,75
1878,102
1878,104
1878,114
1878,115
1878,117
15513,45
15513,80
15513,83
18919,118
15464,16
15464,45
15464,78
15464,79
15464,83
15464,100
15464,113
15464,115
2084,47
2084,110
10776,112
15447,44
15447,45
15447,70
15447,75
15447,78
15447,79
15447,83
15447,102
5389,-99999
239,-99999
17072,57
17072,90
17072,91
13825,-99999
12805,-99999
7586,72
7586,121
11089,-99999
13666,-99999
7725,115
7467,-99999
17092,-99999
15359,88
11514,4
11514,5
11514,7
11514,8
11514,119
11514,133
11514,134
18158,11
18158,13
18158,14
18158,41
18158,57
18158,90
18158,91
18158,92
18158,93
8892,68
8892,74
8892,80
8892,100
8892,102
8892,115
8892,117
12500,83
12500,129
12500,-6
14273,62
14273,88
14273,93
605,53
605,88
10492,53
10492,55
10492,82
10492,88
12043,45
12043,83
12043,88
13588,45
13588,80
13588,83
13588,91
13588,92
13588,111
13983,27
13983,107
7523,-99999
6927,77
6927,80
15480,56
15480,57
15480,58
15480,59
15480,88
10970,82
10970,85
18217,-99999
11812,83
11812,109
11812,110
5482,43
5482,50
5482,51
5482,52
3900,27
3900,30
3900,34
3900,35
3900,47
3900,80
3900,100
3900,102
12573,49
12573,83
12573,104
8062,-99999
5419,105
5187,-99999
11589,5
625,57
625,111
17170,14
11677,44
11677,69
11677,70
11677,75
11677,78
11677,79
11677,102
11677,103
12132,45
12132,77
12132,83
12132,92
12132,111
15220,-99999
14072,-99999
14565,47
14565,82
14565,83
16602,53
16602,55
16602,56
16602,57
16602,58
16602,116
16602,126
1454,91
17178,8
17178,9
17178,12
17178,14
17178,55
17178,62
17178,90
17178,94
9030,68
9030,74
9590,-99999
12894,-99999
10447,82
11711,-99999
11959,45
11959,83
11959,100
11959,102
11959,103
11959,109
11959,118
13826,-99999
1330,90
1330,111
17305,47
17305,82
17305,83
17305,109
11686,105
17010,-99999
8536,-99999
12106,44
12106,70
12106,75
12106,78
12106,79
12106,102
12106,104
12106,111
12086,43
12086,50
12086,51
12086,52
12086,53
12086,55
12882,53
12882,55
12882,56
12882,57
12882,58
12882,61
12882,62
12882,88
1140,14
1140,79
1140,102
1140,104
12399,77
12399,80
12399,100
12399,101
14972,57
14972,58
14972,88
8836,58
8836,61
8836,62
8836,89
8836,115
8836,117
8758,-99999
492,-99999
5907,-99999
4287,96
4287,118
17113,45
17113,62
17113,83
17113,92
17113,111
9816,-99999
8868,-99999
14783,-99999
16861,5
16861,39
11737,105
11737,109
2254,43
2254,50
2254,51
2254,52
2254,84
2254,106
13350,45
13350,80
13350,83
13350,111
1239,-99999
9134,42
9134,100
13601,-99999
1810,1
1810,12
1810,40
1810,111
1810,112
1810,126
1810,-10
2772,-99999
9664,-99999
12600,77
3211,1
3211,10
3211,82
18175,-99999
19762,50
19762,51
19762,52
19762,59
19762,91
19762,112
6355,19
6355,21
6355,22
6355,23
6355,45
6355,83
6355,87
6355,102
6355,108
5449,83
5449,104
5449,105
13363,57
13363,90
13363,111
18527,43
18527,49
18527,82
18527,83
18527,84
18527,95
18527,106
2740,-99999
10937,110
13043,-99999
11076,100
11076,101
11076,102
11076,103
11076,105
11076,107
11076,108
11076,109
11076,118
11076,133
11076,-7
18922,78
18922,117
9595,20
9595,49
9595,82
13297,45
13297,74
13297,83
10451,-99999
15106,-99999
13679,93
12532,45
12532,83
12532,109
18346,56
18346,57
18346,111
13215,56
13215,57
13215,91
13215,92
13215,111
18920,78
10739,80
10739,100
10739,101
10739,110
15558,45
15558,80
15558,83
15558,87
18507,43
18507,51
18507,80
18507,81
18507,84
18152,97
12100,112
10688,112
14532,3
14532,27
14532,85
14532,103
14532,105
14532,110
14532,132
14532,135
18232,-99999
14543,100
12142,45
12142,79
12142,80
12142,83
12142,92
12142,102
12142,104
12142,111
10507,-99999
5638,100
1843,-99999
2499,93
18904,5
18904,117
18020,-99999
15476,-99999
3549,-99999
19846,-99999
16401,53
16401,110
13972,45
13972,80
17203,91
18718,72
18718,114
18718,129
1441,93
10566,-99999
13927,-99999
9267,-99999
8618,-99999
16522,49
12443,81
3221,1
3221,10
3221,82
3221,126
9371,-99999
12566,80
12566,81
16711,10
16711,102
16711,108
8473,4
13967,80
2007,-99999
15309,88
4850,7
4850,8
4850,9
18322,-99999
11439,90
19816,53
19816,82
19816,-7
16797,104
15104,111
15104,112
14383,82
4541,4
4541,8
4541,94
4541,97
4541,-10
4710,-99999
9805,71
9805,75
9805,78
9805,79
9805,115
9805,117
9586,75
9586,78
9586,79
9586,102
6411,45
6411,83
6411,90
6411,91
6411,92
6411,111
11807,-99999
8435,4
11108,45
11108,83
11564,43
11564,84
11564,101
11564,106
4169,126
3793,-99999
6846,-99999
7275,-99999
4360,115
8447,-99999
19707,-99999
10467,17
10467,59
10467,91
10467,112
10467,122
10467,123
10467,124
10467,128
10467,129
10467,130
10467,133
840,129
3591,-99999
19190,58
19190,59
19190,88
19190,89
3309,45
3309,83
13178,-99999
13187,45
13187,76
13187,80
13187,83
7215,19
7215,32
7215,33
7215,121
1644,-99999
12822,-99999
14157,-99999
14698,-99999
9248,47
9248,83
9248,100
9248,104
9096,50
9096,51
9096,52
9096,85
9096,86
9096,88
9096,104
9096,105
9096,110
709,122
709,123
709,124
709,128
709,129
709,130
709,133
1547,88
1125,10
1125,82
1125,126
12774,-99999
12734,77
12734,80
12734,81
8731,75
8731,79
8731,104
8947,45
8947,56
8947,57
8947,68
8947,74
8947,83
8947,91
8947,92
8947,111
8286,75
8286,78
2725,-99999
11404,4
11404,5
11404,7
11404,8
11404,58
11404,89
11404,94
11404,111
11404,112
11404,-8
11605,-99999
6382,-99999
6380,-99999
17161,-99999
15222,-99999
12113,-99999
2842,80
2842,100
2842,101
8631,88
6107,45
6107,55
6107,80
6107,83
6107,87
6107,88
11437,62
11437,91
11437,93
1287,77
12619,-99999
10607,-99999
2572,43
2572,51
2572,53
2572,55
2572,56
2572,57
2572,58
2572,83
2572,84
2572,91
2572,92
2572,111
6954,2
6954,10
6954,27
6954,103
6954,128
6954,130
6954,133
4542,4
8552,5
7912,4
7912,7
12326,111
11713,82
11713,83
11713,105
11713,109
14146,89
14146,91
11169,45
11169,83
11169,102
13808,-99999
9903,-99999
18087,5
5547,-99999
10012,104
10012,111
10012,112
10012,115
10012,117
3761,5
3761,83
3761,109
3761,-6
2127,-99999
15285,44
15285,70
15285,75
15285,79
15285,94
15285,97
15285,98
15285,99
15285,104
7809,-99999
6992,-99999
7466,-99999
791,4
13228,-99999
8227,126
3099,5
45,19
45,21
45,22
45,23
45,128
45,130
45,133
255,-99999
6624,-99999
2209,102
2209,108
2209,109
2209,113
2209,122
2209,123
14117,10
14117,61
14117,91
2365,43
2365,51
2365,80
2365,81
2365,84
14885,-99999
11814,10
11814,49
11814,82
11814,83
11814,126
10645,-99999
5684,62
5684,93
5684,112
4171,4
11138,-99999
11645,83
8629,-99999
14405,111
14405,112
10141,79
10141,80
10141,94
10141,100
10141,101
10141,102
10141,104
10504,-99999
14859,89
14859,90
14859,103
14859,111
8415,4
8415,129
866,-99999
6193,45
6193,77
6193,80
6193,83
6193,126
14919,90
14919,91
2126,111
1417,-99999
14719,75
14719,78
14719,79
14719,80
14719,81
14719,82
14719,102
14719,-7
12660,104
17279,-99999
11045,45
11045,67
11045,68
11045,74
11045,83
7679,79
7679,80
7679,128
7679,130
7679,133
2806,49
2806,82
2806,83
2806,91
2806,92
2806,111
2806,112
10057,77
10057,80
10057,94
10057,100
10057,101
10057,111
10057,112
18244,4
18244,5
11036,59
11036,91
11036,92
11036,111
10967,-99999
19454,5
19454,9
591,115
10898,111
10898,112
6710,-99999
9718,44
9718,70
9718,129
7056,18
7056,32
6849,-99999
8277,76
8277,77
7027,19
7027,32
7027,121
1940,103
7217,5
7217,122
7217,123
7217,124
7217,128
7217,130
7217,133
8876,-99999
9129,-99999
9141,75
9141,78
9141,80
9972,-99999
12037,45
12807,-99999
17144,-99999
8793,-99999
12550,44
12550,70
12550,77
12550,78
12550,81
12550,114
12550,115
12550,-7
15856,128
15856,129
15856,130
15856,133
11609,105
14306,58
14306,88
14306,91
14306,93
6356,45
6356,53
6356,80
6356,81
6356,83
6356,87
6376,43
6376,50
6376,51
6376,52
6376,53
6376,55
14965,88
14965,90
11662,-99999
15623,50
15623,51
15623,52
15623,53
15623,55
15623,106
19360,75
19360,100
19360,102
19360,103
19360,108
19360,115
19360,117
8827,-99999
3623,71
14207,91
5286,19
5286,23
5286,115
5286,117
5286,121
5286,128
5286,130
5286,133
9429,4
9429,5
13829,5
13829,80
19133,-99999
8990,74
4721,101
12817,-99999
18243,-99999
15686,47
15686,105
15686,109
7174,-99999
15597,45
15597,80
15597,83
14125,-99999
11402,8
11402,91
11402,94
6913,-99999
18263,110
4764,-99999
14900,-99999
7262,-99999
18447,-99999
8310,-99999
5721,-99999
16226,-99999
14810,88
11110,43
11110,50
11110,51
11110,52
11110,84
11110,86
9307,-99999
9306,78
9306,79
9306,100
9306,102
9306,114
9306,115
9306,118
1227,80
1227,100
1227,101
11520,7
11520,14
8442,82
8442,83
8442,109
2971,87
2971,88
2971,111
14679,82
13022,80
13022,100
13022,101
14978,58
17717,57
17717,58
17717,88
17717,90
17717,111
17324,76
17324,80
17324,100
17324,102
17324,104
17324,134
18814,78
18814,79
18814,114
18814,115
8303,115
8303,117
15837,102
15837,103
15837,104
15837,110
15837,115
15837,117
15837,121
14437,52
14437,78
14437,80
14437,103
14437,115
14437,-7
5440,79
2049,132
2049,134
11908,53
11908,55
9632,-99999
6547,88
6547,89
13627,-99999
9009,45
9009,74
9009,76
9009,80
9009,83
6602,-99999
14215,58
14215,88
14215,93
17238,-99999
8393,18
8393,23
8393,78
8393,80
8393,81
8393,91
8393,111
8393,112
8393,115
8393,-7
6127,88
6127,105
6127,129
9166,45
9166,47
9166,83
9166,103
9166,104
14940,-99999
6569,-99999
1151,8
1151,14
1151,59
1151,91
1151,94
15544,87
13798,45
13798,77
13798,109
15240,45
15240,77
15240,80
15240,83
15240,111
2181,77
17586,-99999
5574,-99999
9311,80
9311,81
12730,82
12730,-7
6281,88
6281,111
1242,59
1432,91
1432,112
1432,129
11300,4
11300,5
11300,7
11300,8
11300,94
11300,97
15364,44
15364,45
15364,70
15364,75
15364,78
15364,79
15364,80
15364,81
15364,83
15364,102
5358,8
5358,9
5358,47
5358,94
5358,105
5358,109
5358,111
5358,112
5358,118
13347,45
13347,80
13347,83
13347,111
5255,-99999
19255,59
19255,91
10408,83
10408,103
10408,105
10408,109
16693,129
14129,91
8832,128
8832,130
8832,133
13871,77
13871,80
13871,100
13871,102
13871,105
168,9
168,14
168,97
9407,77
9407,100
9407,102
9407,104
11664,88
11664,109
13272,-99999
10605,2
10605,29
6190,90
6190,102
6190,111
6190,115
6190,117
17236,-99999
11044,45
11044,75
11044,78
11044,79
11044,80
11044,81
11044,83
11044,102
13080,4
13080,88
13080,93
11684,-99999
13837,45
13837,75
13837,77
13837,78
13837,80
13837,81
13837,83
13837,92
13837,93
13837,111
5206,-99999
14950,83
14950,90
14950,111
16877,8
16877,14
16877,94
16877,-10
13004,116
13004,126
11932,45
11932,83
9341,19
9341,21
9341,22
9341,128
9341,129
9341,130
9341,133
7337,53
7337,55
7337,56
7337,57
7337,58
7337,75
7337,78
7337,80
7337,81
16863,-99999
12397,-99999
19641,91
19641,112
153,77
11670,-99999
18800,-99999
5984,10
7771,-99999
13175,-99999
10643,-99999
10992,49
2239,97
9933,45
9933,58
9933,74
9933,75
9933,78
9933,80
9933,83
9933,88
9933,93
9726,115
9726,117
12004,80
12004,81
15594,87
15594,88
4460,-99999
3712,82
3712,83
3712,109
6453,-99999
7570,110
8795,-99999
9252,-99999
12051,-99999
14691,-99999
11352,8
11352,94
5495,10
5495,43
5495,84
5495,106
5495,126
1531,91
1531,111
1531,112
15129,45
15129,77
15129,80
15129,83
15129,100
15129,101
15129,110
15129,111
15129,112
17325,-99999
10203,82
10203,-7
5420,47
6556,3
6556,88
6556,135
6563,57
6563,111
11164,56
11164,57
11164,91
11164,92
11164,110
11164,111
13648,-99999
7329,-99999
12866,50
12866,51
12866,52
12866,59
12866,88
12866,91
12866,93
17570,79
17570,80
9585,88
12144,58
12144,59
12144,88
12144,92
18384,-99999
18686,45
18686,83
18686,100
18686,101
18686,102
18686,103
18686,109
18686,118
4697,-99999
4702,-99999
98,45
98,80
98,83
98,100
98,101
98,110
98,111
98,112
985,71
985,75
1404,79
1404,129
6619,43
6619,50
6619,51
6619,52
6619,53
6619,55
6619,56
6619,57
6619,58
6619,59
7393,42
7393,81
7393,102
7393,107
7393,108
7393,122
7393,123
15114,44
15114,45
15114,69
15114,70
15114,75
15114,78
15114,80
15114,83
15114,111
15114,112
3035,66
3035,68
3035,71
3035,82
3035,83
3035,109
3035,116
3035,126
3035,129
11849,82
11849,83
9891,45
9891,74
9891,102
9891,103
9891,109
9891,115
9891,117
1466,45
1466,83
11088,75
11088,78
11088,79
11088,80
11088,81
11088,102
18738,-99999
16161,88
16161,110
12079,136
8823,-99999
14425,-99999
13123,56
13123,57
13123,111
13159,5
10764,-99999
17021,-99999
5395,-99999
2954,-99999
4896,-99999
16370,-99999
12703,-99999
11972,-99999
10539,-7
14459,83
9646,-99999
10805,111
10805,129
11532,109
19546,79
19546,80
19546,86
19546,100
19546,105
19546,108
19546,109
19546,110
16563,49
3445,2
3445,8
3445,16
3445,17
3445,18
3445,94
3445,115
3445,117
3445,127
3445,136
8609,132
18515,43
18515,49
18515,77
18515,84
18515,106
14136,-99999
9377,45
9377,79
9377,80
9377,83
9377,102
17366,107
19462,76
19462,80
19462,108
6369,88
10782,-99999
13885,-99999
11243,19
11243,21
11243,47
11243,134
2618,-99999
13053,80
13053,100
13053,101
16947,4
16947,5
16947,-10
6845,-99999
14648,-99999
4709,136
16118,76
16118,80
16118,100
16118,102
16118,104
16118,128
16118,130
16118,133
2819,61
2819,62
15117,45
15117,80
15117,83
15117,100
15117,101
15117,111
15117,115
15117,117
7915,45
7915,47
7915,83
7915,102
7915,111
7915,117
11031,75
11031,78
11031,79
11031,102
6425,100
5608,-99999
4099,-99999
13781,27
13781,33
13781,79
13781,80
13781,100
13781,102
13781,107
13781,128
13781,130
13781,133
11206,111
11206,112
10594,-99999
13079,-99999
839,-99999
10571,104
10571,118
331,45
331,83
331,102
331,108
331,113
331,122
331,123
16635,116
11571,-99999
12012,-99999
1422,19
1422,21
1422,22
1422,23
1422,77
1422,79
1422,80
1422,107
6029,-99999
19115,45
19115,77
19115,80
19115,83
19115,88
10491,51
1138,75
1138,79
1138,104
1456,-99999
1528,-99999
7670,75
7670,78
7670,79
7670,102
7670,104
13639,-99999
17691,122
17691,123
17691,128
17691,129
17691,130
17691,133
6708,-99999
9035,68
7238,19
7238,42
7238,81
7238,107
10903,82
10903,83
10903,109
10370,71
10370,75
10370,78
10370,79
10370,82
10370,102
10370,-7
18481,88
18481,111
1217,83
13029,-99999
10278,2
10278,29
10278,103
10278,128
10278,130
10278,133
4434,42
4434,81
4434,107
6921,93
6915,56
6915,57
6915,91
6915,111
6915,112
14786,75
14786,90
14600,83
14600,85
14600,108
14600,110
14600,129
14979,45
14979,57
14979,83
14979,90
14979,91
14979,92
14979,111
13268,-99999
9399,100
9399,101
9399,104
1065,56
1065,57
1065,58
1065,61
1065,62
11423,111
11423,112
10710,45
10710,80
10710,83
19369,-99999
14371,39
14371,47
18359,88
18359,111
17292,-99999
1872,79
1872,102
1872,104
6423,5
15098,-99999
7220,42
7220,81
7220,126
12723,-99999
1006,5
869,-99999
7462,-99999
19150,91
3612,-99999
4812,115
12704,47
12704,77
12704,79
12704,102
12704,104
18713,-99999
11094,-99999
15002,45
15002,80
15002,83
15002,91
15002,92
15002,111
14638,45
14638,78
