PersonID,PillarID
12751,105
16723,134
14766,5
14766,90
14766,91
14766,100
13167,100
13167,101
4307,74
14358,59
14358,91
14358,93
14358,100
11438,-99999
2714,-99999
12254,8
12254,14
12254,39
12254,94
2731,-99999
13861,-99999
18044,12
18044,47
18044,115
18044,117
13831,76
13831,80
13831,100
13831,104
3787,75
3787,78
3787,79
3787,92
3787,102
3787,111
3787,136
3166,1
3166,126
2318,43
2318,51
2318,75
2318,78
2318,80
2318,81
2318,84
5858,126
6778,45
6778,56
6778,57
6778,59
6778,77
6778,80
6778,83
6778,111
15033,75
15033,78
15033,79
15033,102
6735,59
6735,64
6735,91
6735,92
6735,111
4985,49
4985,83
10270,82
10270,83
10270,103
10270,105
10270,109
19202,53
19202,55
19202,111
3899,115
3899,117
10610,49
10610,82
10610,90
10610,92
10610,111
12985,-99999
9232,19
9232,21
9232,22
9232,23
9232,102
9232,103
9232,105
9232,108
4049,45
4049,74
4049,77
4049,83
4049,88
8036,-99999
17431,-99999
3424,-99999
9269,-99999
116,83
116,103
116,105
116,129
2487,43
2487,51
2487,84
2487,85
2487,86
2487,109
11671,-99999
3346,-99999
2907,89
2907,91
2907,129
3713,42
3713,81
15374,88
10669,-99999
16431,80
16431,81
16431,-7
11901,55
11901,87
12826,75
12826,79
12826,104
12155,-99999
10086,90
5145,110
6059,-99999
15179,-99999
14994,91
18758,3
18758,27
18758,45
18758,78
18758,80
18758,83
18758,115
18758,132
18758,135
15148,112
14134,93
10016,88
10016,93
10016,97
10016,98
10016,99
15777,-99999
3402,4
3402,113
3402,122
3402,123
3402,128
3402,129
3402,130
3402,133
3402,134
5262,-99999
5991,-99999
8308,75
8308,76
8308,78
1141,14
12646,81
12646,100
12646,102
12885,45
12885,83
12885,103
12885,112
2841,58
2841,89
2841,91
2841,112
6363,53
7199,122
7199,123
7199,128
7199,129
7199,130
7199,133
16536,74
8706,128
8706,130
8706,133
6565,45
6565,74
6565,76
6565,80
6565,83
6565,90
6565,92
6565,111
18916,118
8359,-99999
14722,90
3163,-99999
9492,45
9492,80
9492,83
9492,88
9492,111
14987,90
14987,91
10007,97
16411,48
16411,54
16411,59
16411,91
8401,4
1559,87
1559,111
12886,-99999
7969,8
7969,9
7969,11
7969,13
7969,41
7969,94
7969,97
7969,98
7969,99
7969,-10
13381,82
13381,-7
8660,110
5134,14
5134,126
4495,4
4495,8
4495,94
4495,97
4495,132
12729,42
12729,83
13405,19
13405,23
13405,110
13405,128
13405,130
13405,133
12201,-99999
15315,111
14789,-99999
4155,74
4303,-99999
8221,75
8221,78
1626,80
2635,-99999
5397,-99999
14288,-99999
9955,58
9955,93
6,36
6,136
1629,103
11115,110
3341,72
8838,-99999
11215,9
14659,3
14659,27
14659,33
14659,83
14659,103
14659,105
14659,109
14659,110
14659,132
14659,135
13655,-99999
3547,-99999
527,-99999
395,75
395,78
11407,5
11407,9
11407,14
13942,129
9380,-99999
12463,-99999
4744,75
4744,79
4744,104
4744,115
4744,117
4744,129
19750,-99999
12698,-99999
1511,5
1511,91
749,77
749,80
749,100
749,102
749,128
749,130
749,133
3667,82
16992,80
16992,100
16992,101
16950,110
11280,14
11280,94
11280,97
11280,98
11280,99
11280,115
11280,117
8266,-99999
7126,-99999
1623,78
1623,80
1623,100
1623,102
1623,114
1623,115
1623,121
1623,122
1623,128
1623,130
1623,133
14701,-99999
5771,8
5771,9
5771,102
5771,104
12058,45
12058,83
12097,44
12097,70
12097,75
12097,78
12097,79
12097,102
12097,111
6386,-99999
4866,12
1950,59
1950,91
1950,92
1950,111
6189,87
17016,-99999
4975,-99999
19785,-99999
16487,75
16487,78
5498,-99999
19269,-99999
7209,-99999
14284,91
8339,-99999
12825,1
12825,10
14545,82
14545,83
14545,109
14545,110
15559,1
15559,10
15559,14
15559,88
15559,111
15559,112
2945,10
2945,76
2945,80
2945,82
2945,83
2945,100
2945,101
2945,126
9238,55
9238,87
9238,100
3934,71
3934,76
3934,77
7265,45
7265,83
7265,102
7265,108
7265,122
7265,123
7265,124
18742,-99999
15836,122
15836,128
15836,129
15836,130
15836,133
1479,74
1479,82
1479,83
1479,109
1479,-7
11641,-99999
6811,45
6811,80
6811,83
6811,111
505,80
505,100
505,102
17828,-99999
13903,-99999
3936,75
3936,78
3936,79
3936,102
3936,104
19588,59
19588,91
13042,93
1569,88
1569,108
1795,-99999
11314,10
11314,111
11314,112
11314,126
6452,8
6452,58
6452,91
6452,94
6452,111
6452,112
11361,14
11361,71
11361,75
11361,78
11361,79
11361,102
11361,104
5411,1
5411,10
5411,82
1482,45
1482,83
10637,5
12121,-99999
3020,59
3020,91
14744,5
18100,115
8111,-99999
11489,97
17094,5
17094,14
17094,47
11332,8
11332,9
2925,-99999
11672,-99999
13256,-99999
4560,91
12631,42
12631,49
1958,91
8417,-99999
15671,-99999
14878,91
11622,-99999
16195,-99999
7361,42
7361,75
7361,78
7361,80
7361,81
4005,115
589,43
589,50
589,51
589,52
10352,-99999
1452,43
1452,84
1452,93
1452,106
2968,45
2968,83
2968,88
2968,102
2968,103
2968,109
2968,115
2968,117
6171,53
6171,87
2960,-8
2960,-9
9246,103
9246,105
9246,129
515,-99999
4858,-99999
19572,-99999
9200,19
9200,21
9200,22
9200,23
9200,107
6644,53
6644,55
6644,56
6644,57
6644,58
6644,59
6644,61
6644,62
13590,91
2090,59
2090,64
2090,91
2090,93
11828,104
9051,68
9051,74
9051,77
7305,-99999
1294,77
19361,-99999
11262,8
11262,9
11262,104
801,10
801,82
801,116
801,126
10244,82
10244,83
1372,5
1372,45
1372,83
1372,91
1372,92
1372,111
5725,-99999
15572,87
15572,88
19901,45
19901,56
19901,57
19901,76
19901,80
19901,83
19901,111
10459,49
10459,82
8302,71
8302,75
8302,78
13633,93
13633,122
13633,123
13633,128
13633,129
13633,130
13633,133
14228,-99999
13307,3
13307,27
13307,111
13307,135
12557,77
12557,78
12557,115
7846,-99999
5349,82
5349,83
5349,109
11510,45
11510,75
11510,78
11510,79
11510,83
11510,88
11510,102
11510,111
11510,112
1424,-99999
8260,75
8260,76
8260,78
10647,45
10647,77
10647,83
10647,92
10647,111
2434,-99999
7669,56
7669,57
7669,111
8475,4
17683,100
7829,126
13403,32
13403,44
13403,69
13403,70
13403,124
7180,20
7180,42
7180,81
7180,107
7180,124
4152,71
4152,75
4152,76
4152,78
9048,68
9048,74
9048,76
9048,80
9048,100
9048,104
15585,129
4014,45
4014,47
4014,74
4014,83
1029,4
1029,5
1029,8
1029,94
6625,-99999
8799,91
8799,92
8799,111
14594,-99999
11881,44
11881,70
11881,74
11881,75
11881,78
11881,80
11881,81
19161,91
10112,83
10112,94
10112,111
10112,112
10112,-10
620,117
10347,83
10347,109
10347,-7
9971,-99999
3472,4
3472,19
3472,21
3472,22
3472,23
3472,134
8466,-99999
628,89
9231,-99999
5320,82
5320,83
5320,109
17803,5
2173,45
2173,77
2173,80
2173,83
13193,119
13193,133
13193,134
12714,-99999
8659,-99999
14531,55
14531,86
14531,87
7385,110
9804,75
9804,78
9804,80
9804,81
9804,88
9804,93
9804,96
18379,43
18379,50
18379,51
18379,52
18379,84
18379,85
18379,86
12503,-99999
6606,5
6606,53
6606,55
6606,56
6606,57
6606,58
17162,-99999
15164,2
15164,19
15164,21
15164,22
15164,23
15164,29
15164,49
15164,100
15164,102
15164,108
15164,110
15164,128
15164,130
15164,133
9493,-99999
1001,-99999
8199,71
8199,75
8199,78
17552,126
11536,-99999
4910,-99999
10468,61
10468,62
10468,82
10468,91
5252,103
5252,104
5252,105
10975,47
10784,-99999
19079,5
19079,88
19079,91
9239,19
9239,21
9239,22
9239,23
9239,102
9239,108
1199,45
1199,83
10920,100
16070,-99999
12496,-99999
17341,-99999
5010,14
5010,42
5010,62
5010,93
5010,111
5010,112
5010,136
12692,45
12692,59
12692,78
12692,80
12692,82
12692,83
12692,91
12692,92
12692,111
12692,115
12692,-7
14610,44
14610,45
14610,70
14610,75
14610,78
14610,79
14610,80
14610,81
14610,82
14610,83
14610,102
6564,-99999
11163,56
11163,57
11163,59
11163,105
11163,109
10773,-99999
10582,-99999
17235,110
17235,115
17235,117
14706,104
14706,105
14706,109
14507,85
14507,110
14507,132
10440,82
10440,83
10440,109
15691,115
10439,-99999
13713,92
13713,93
13713,111
2479,5
2479,91
11750,-99999
3976,-99999
10996,82
8806,-99999
11553,82
11553,83
13953,45
13953,77
13953,80
13953,81
13953,83
13953,101
13953,109
13953,-4
14775,91
16329,-99999
9016,74
9016,77
10576,45
10576,75
10576,77
10576,79
10576,80
10576,83
10576,88
10576,92
10576,104
10576,111
10576,119
10576,128
10576,130
10576,132
10576,133
10576,134
9580,-99999
14043,45
14043,78
14043,80
14043,83
14043,88
14043,115
14043,117
8792,-99999
10353,-99999
4458,103
4458,126
1649,-99999
836,4
836,109
2663,68
2663,74
12186,45
12186,74
12186,75
12186,79
12186,83
12186,92
12186,104
12186,111
11857,83
11857,102
11857,107
6810,5
6810,88
4696,129
3662,75
3662,78
12348,45
12348,76
12348,80
12348,83
12348,88
12348,92
12348,111
1319,4
11147,82
11147,83
11147,103
11147,109
11147,-7
7068,19
7068,21
7068,22
7068,23
7068,82
7068,102
7068,108
19590,49
19590,58
19590,59
19590,88
19590,89
18856,102
18856,118
7405,74
6612,-99999
2387,-99999
12170,-99999
11320,90
14289,76
14289,80
14289,93
14289,100
14289,101
14468,42
14468,81
14177,88
14177,93
11850,45
11850,103
11850,105
11850,129
12280,-99999
9414,91
5509,43
5509,50
5509,51
5509,52
810,47
810,115
810,117
7685,75
7685,78
2564,-99999
5401,88
18484,49
18484,77
18484,80
18484,81
19728,51
19728,59
19728,75
19728,78
19728,79
19728,83
19728,91
19728,92
19728,102
19728,111
10210,53
10210,88
10210,-7
4088,76
8549,-99999
9602,111
14046,82
14046,83
14046,109
547,-99999
826,80
7872,-99999
7092,-99999
4359,-99999
14106,5
10071,4
16365,48
16365,54
16365,58
16365,59
16365,80
16365,81
16365,88
16365,89
8577,-99999
7985,-99999
10789,-99999
9175,45
9175,83
9175,88
9175,100
9175,104
4154,75
4154,76
4154,78
6367,39
6367,53
6367,55
6367,90
19700,59
19700,91
15991,43
15991,48
15991,51
15991,54
15991,59
15991,75
15991,78
15991,80
15991,81
15991,84
15991,111
15991,129
11028,82
11966,45
11966,83
11966,102
11966,107
5709,49
5709,58
5709,89
5709,92
5709,93
5709,111
13688,-99999
11481,4
4136,78
4136,115
4136,117
11000,83
14094,-99999
12537,77
12537,80
12537,81
12952,91
17491,19
17491,21
17491,22
17491,23
17491,79
17491,107
11543,-99999
15698,58
15698,59
15698,89
15698,100
15698,107
15698,122
15698,123
15698,128
15698,130
15698,133
15398,10
15398,126
1697,-99999
15628,87
15628,110
2828,45
2828,77
2828,80
2828,83
2828,91
2828,92
2828,111
7672,79
7672,80
7672,81
7672,100
7672,101
7672,102
7672,104
7672,128
7672,130
7672,133
4545,-99999
15945,19
15945,21
15945,22
8141,-99999
19297,45
19297,56
19297,57
19297,58
19297,59
19297,77
19297,80
19297,83
19297,88
8525,92
8525,111
8525,112
14102,45
14102,76
14102,80
14102,83
14102,91
14102,92
14102,111
14102,129
1329,111
1323,-99999
10795,77
10795,136
1750,42
1750,103
1750,105
6766,45
6766,56
6766,57
6766,80
6766,83
6766,91
6766,92
6766,111
10947,103
14603,85
14603,103
14603,128
14603,130
14603,133
14414,27
14414,85
14414,110
15219,88
15219,111
15219,112
6090,87
6090,88
19803,75
19803,78
19803,80
10290,-99999
16111,100
16111,102
12389,-99999
10678,5
16409,-99999
8315,-99999
12720,49
12720,75
12720,78
12720,80
12720,81
12720,126
4748,136
7990,57
7990,90
7990,91
7990,93
3281,2
3281,29
3281,81
3281,100
3281,102
3281,105
3281,109
3281,128
3281,130
3281,133
3605,-99999
6860,79
14913,-99999
14060,5
12173,59
12173,91
12173,92
14809,58
14809,88
14809,89
14108,58
14108,88
14108,89
14108,111
14108,112
15043,111
10774,111
16314,83
16314,109
14226,1
14226,10
14226,88
14226,93
14226,126
3268,-99999
11718,109
10140,-99999
3048,80
5333,100
5333,104
8363,-99999
10755,-99999
11103,92
11103,93
11103,100
11103,111
4492,51
4492,82
4492,83
4492,104
4492,105
4492,106
4492,-7
14677,83
14677,109
14685,53
14685,88
5939,53
8862,42
8862,100
8862,104
1990,20
1990,75
1990,82
1990,104
1990,126
1015,111
1015,112
18651,-99999
12477,21
12477,27
12477,28
12477,81
12477,100
12477,102
12477,103
12477,105
12477,128
12477,130
12477,133
5570,43
5570,50
5570,51
5570,52
5570,87
11302,9
11302,136
15358,-99999
15021,82
15021,90
15021,91
15021,103
15021,111
920,-99999
8452,111
8452,112
16427,78
16427,80
16427,81
16427,115
16427,117
7454,20
7454,126
15543,-99999
12555,81
15611,45
15611,83
15611,102
15611,108
1464,19
1464,21
1464,22
1464,23
1464,45
1464,82
1464,83
1464,102
1464,108
5635,-99999
5623,80
5623,81
5626,43
5626,51
5626,84
5626,86
13103,-99999
14555,85
14555,104
14555,105
14555,109
14555,110
2866,43
2866,77
2866,80
2866,81
2866,84
2866,87
2866,106
715,-99999
3561,-99999
7748,-99999
5534,-99999
13038,-99999
6049,43
6049,50
6049,51
6049,52
6049,84
6049,85
6049,86
9649,-99999
6896,103
8780,3
8780,27
8780,47
8780,132
8780,135
345,19
345,21
345,22
345,23
345,107
6164,10
6164,88
3278,1
12380,92
12380,112
12380,118
12380,121
1961,45
1961,77
1961,80
1961,83
1961,88
10679,-99999
10414,-99999
14200,2
14200,23
14200,29
14200,32
14200,75
14200,91
14200,92
14200,111
14200,112
14200,114
14200,124
14200,128
14200,130
14200,133
5295,-99999
14359,-99999
3458,-99999
12962,-99999
13028,-99999
388,75
1772,-99999
19158,115
9333,103
1657,5
1657,91
5227,105
2643,88
2643,111
12844,-99999
18309,-99999
10430,82
10430,85
10430,102
10430,108
13839,20
13839,77
13839,126
11396,-99999
18883,129
15474,10
15474,126
648,-99999
5213,-99999
12333,111
12333,112
19301,51
19301,56
19301,57
19301,84
19301,86
19301,88
19301,111
17839,-99999
8268,-99999
19543,110
9247,75
9247,78
9247,79
9247,80
9247,102
9247,104
9247,-5
8772,-99999
5317,-99999
16906,-99999
4039,76
4039,77
11518,14
14452,43
14452,84
14452,86
14452,106
5830,4
5830,8
5830,93
5830,94
10929,102
12935,62
6908,-99999
18537,77
18537,80
18537,81
8648,-99999
8402,4
8402,75
8402,79
8402,104
15236,45
15236,80
15236,83
15236,100
15236,101
15236,111
15421,10
15421,44
15421,45
15421,70
15421,75
15421,78
15421,79
15421,83
15421,102
6181,53
6181,87
1169,9
1169,11
1169,13
1169,41
1169,57
1169,90
1169,91
1169,93
7651,-99999
6122,53
8893,76
17125,3
17125,5
17125,9
17125,27
17125,29
17125,30
17125,32
17125,33
17125,34
17125,35
17125,124
17125,125
17125,127
17125,135
5992,88
5992,111
10197,79
10197,80
10197,100
10197,101
10197,102
10197,104
630,5
15202,45
15202,76
15202,77
15202,80
15202,100
15202,101
15202,111
15202,112
13617,91
8425,-99999
10058,97
4688,44
4688,45
4688,70
4688,75
4688,78
4688,79
4688,83
4688,102
4688,111
12666,45
12666,83
12666,92
12666,93
12666,100
12666,102
12666,103
12666,111
19135,91
19135,112
5533,80
11151,74
11151,82
11151,-7
1943,-99999
19198,53
19198,55
19198,56
19198,57
19198,58
6439,43
6439,50
6439,51
6439,52
6439,53
6439,55
6439,56
6439,57
9120,45
9120,75
9120,78
9120,79
9120,83
9120,88
9120,100
9120,102
9120,103
12336,93
3212,10
3212,126
11167,82
11167,102
11167,118
11167,-7
15262,112
11611,115
11611,117
13463,49
13463,58
13463,88
13463,-7
15225,76
15225,80
15225,100
15225,101
15225,110
15225,112
9484,5
19199,45
19199,83
19199,88
19385,-99999
12620,100
12620,102
12620,107
12620,108
12620,117
9304,77
7979,4
7979,7
7979,83
3885,1
3885,10
3885,82
3885,83
19972,47
10949,83
10949,109
15343,-99999
13650,53
13650,55
13650,75
13650,78
13650,79
13650,91
13650,93
13650,102
13650,104
13650,115
13650,117
7313,122
7313,123
7313,128
7313,129
7313,130
7313,133
10516,82
11697,78
11697,80
11697,114
11697,115
5712,-99999
15515,88
2124,-99999
19374,100
19374,102
16484,48
16484,54
16484,58
16484,59
16484,89
16484,91
16484,92
16484,111
5581,43
5581,51
5581,78
5581,80
5581,81
5581,84
5581,114
5581,115
14474,82
14474,83
14474,109
14474,110
9303,45
9303,83
9303,102
9303,104
12706,42
12706,53
7036,-99999
12924,-99999
12497,19
12497,21
12497,22
12497,23
12497,77
12497,80
12497,81
12497,107
8247,105
8247,109
11130,47
11130,83
11130,109
455,49
455,82
9223,100
9223,101
11444,4
11444,5
11444,7
11444,107
11444,128
11444,130
11444,133
17545,114
17545,115
4728,82
6976,136
8194,-99999
11773,45
